Unnamed: 0,date,n_sick,calls,n_duty,n_sby,sby_need,dafted,Outlier,date_str,weekofyear,date_weekday,weekday_weekofyear,day,month,year,month_int,season,Feiertage,schulferien,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,avg_24,avg_25,avg_26,avg_27,avg_28,avg_29,avg_30
10,2016-04-11,50,6822.0,1700,90,0.0,0.0,False,2016-04-11,15,Mon,Mon 15,11,Apr,2016,4,Spring,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334
11,2016-04-12,49,6060.0,1700,90,0.0,0.0,False,2016-04-12,15,Tue,Tue 15,12,Apr,2016,4,Spring,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334
12,2016-04-13,53,5964.0,1700,90,0.0,0.0,False,2016-04-13,15,Wed,Wed 15,13,Apr,2016,4,Spring,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334
13,2016-04-14,52,5928.0,1700,90,0.0,0.0,False,2016-04-14,15,Thu,Thu 15,14,Apr,2016,4,Spring,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334
14,2016-04-15,63,7608.0,1700,90,0.0,0.0,False,2016-04-15,15,Fri,Fri 15,15,Apr,2016,4,Spring,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334
15,2016-04-16,55,6768.0,1700,90,0.0,0.0,False,2016-04-16,15,Sat,Sat 15,16,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
16,2016-04-17,51,7242.0,1700,90,0.0,0.0,False,2016-04-17,15,Sun,Sun 15,17,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
17,2016-04-18,59,6768.0,1700,90,0.0,0.0,False,2016-04-18,16,Mon,Mon 16,18,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
18,2016-04-19,57,8676.0,1700,90,93.0,3.0,False,2016-04-19,16,Tue,Tue 16,19,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
19,2016-04-20,53,6270.0,1700,90,0.0,0.0,False,2016-04-20,16,Wed,Wed 16,20,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
20,2016-04-21,63,7818.0,1700,90,0.0,0.0,False,2016-04-21,16,Thu,Thu 16,21,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
21,2016-04-22,68,5712.0,1700,90,0.0,0.0,False,2016-04-22,16,Fri,Fri 16,22,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
22,2016-04-23,62,5166.0,1700,90,0.0,0.0,False,2016-04-23,16,Sat,Sat 16,23,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
23,2016-04-24,71,4884.0,1700,90,0.0,0.0,False,2016-04-24,16,Sun,Sun 16,24,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
24,2016-04-25,72,5880.0,1700,90,0.0,0.0,False,2016-04-25,17,Mon,Mon 17,25,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
25,2016-04-26,65,6576.0,1700,90,0.0,0.0,False,2016-04-26,17,Tue,Tue 17,26,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
26,2016-04-27,62,7620.0,1700,90,0.0,0.0,False,2016-04-27,17,Wed,Wed 17,27,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
27,2016-04-28,66,6870.0,1700,90,0.0,0.0,False,2016-04-28,17,Thu,Thu 17,28,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
28,2016-04-29,64,7554.0,1700,90,0.0,0.0,False,2016-04-29,17,Fri,Fri 17,29,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
29,2016-04-30,65,5424.0,1700,90,0.0,0.0,False,2016-04-30,17,Sat,Sat 17,30,Apr,2016,4,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
30,2016-05-01,54,8400.0,1700,90,34.0,0.0,False,2016-05-01,17,Sun,Sun 17,01,May,2016,5,Spring,1,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
31,2016-05-02,63,7782.0,1700,90,0.0,0.0,False,2016-05-02,18,Mon,Mon 18,02,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
32,2016-05-03,61,7716.0,1700,90,0.0,0.0,False,2016-05-03,18,Tue,Tue 18,03,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
33,2016-05-04,58,8340.0,1700,90,26.0,0.0,False,2016-05-04,18,Wed,Wed 18,04,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
34,2016-05-05,57,8064.0,1700,90,0.0,0.0,False,2016-05-05,18,Thu,Thu 18,05,May,2016,5,Spring,1,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
35,2016-05-06,59,7404.0,1700,90,0.0,0.0,False,2016-05-06,18,Fri,Fri 18,06,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
36,2016-05-07,57,8868.0,1700,90,131.0,41.0,False,2016-05-07,18,Sat,Sat 18,07,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
37,2016-05-08,61,6504.0,1700,90,0.0,0.0,False,2016-05-08,18,Sun,Sun 18,08,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
38,2016-05-09,65,7788.0,1700,90,0.0,0.0,False,2016-05-09,19,Mon,Mon 19,09,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
39,2016-05-10,68,6978.0,1700,90,0.0,0.0,False,2016-05-10,19,Tue,Tue 19,10,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
40,2016-05-11,61,7512.0,1700,90,0.0,0.0,False,2016-05-11,19,Wed,Wed 19,11,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
41,2016-05-12,55,7434.0,1700,90,0.0,0.0,False,2016-05-12,19,Thu,Thu 19,12,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
42,2016-05-13,56,8370.0,1700,90,30.0,0.0,False,2016-05-13,19,Fri,Fri 19,13,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
43,2016-05-14,50,8136.0,1700,90,0.0,0.0,False,2016-05-14,19,Sat,Sat 19,14,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
44,2016-05-15,57,7674.0,1700,90,0.0,0.0,False,2016-05-15,19,Sun,Sun 19,15,May,2016,5,Spring,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667
45,2016-05-16,52,9048.0,1700,90,162.0,72.0,False,2016-05-16,20,Mon,Mon 20,16,May,2016,5,Spring,1,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
46,2016-05-17,53,8550.0,1700,90,63.0,0.0,False,2016-05-17,20,Tue,Tue 20,17,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
47,2016-05-18,52,8184.0,1700,90,0.0,0.0,False,2016-05-18,20,Wed,Wed 20,18,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
48,2016-05-19,51,8352.0,1700,90,22.0,0.0,False,2016-05-19,20,Thu,Thu 20,19,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
49,2016-05-20,57,5790.0,1700,90,0.0,0.0,False,2016-05-20,20,Fri,Fri 20,20,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
50,2016-05-21,56,8382.0,1700,90,33.0,0.0,False,2016-05-21,20,Sat,Sat 20,21,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
51,2016-05-22,58,6516.0,1700,90,0.0,0.0,False,2016-05-22,20,Sun,Sun 20,22,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
52,2016-05-23,57,7824.0,1700,90,0.0,0.0,False,2016-05-23,21,Mon,Mon 21,23,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
53,2016-05-24,55,6312.0,1700,90,0.0,0.0,False,2016-05-24,21,Tue,Tue 21,24,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
54,2016-05-25,49,8196.0,1700,90,0.0,0.0,False,2016-05-25,21,Wed,Wed 21,25,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
55,2016-05-26,46,8124.0,1700,90,0.0,0.0,False,2016-05-26,21,Thu,Thu 21,26,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
56,2016-05-27,50,6084.0,1700,90,0.0,0.0,False,2016-05-27,21,Fri,Fri 21,27,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
57,2016-05-28,50,6174.0,1700,90,0.0,0.0,False,2016-05-28,21,Sat,Sat 21,28,May,2016,5,Spring,0,0,26.428571428571427,23.125,46.77777777777778,66.9,66.63636363636364,82.16666666666667,87.6923076923077,83.07142857142857,77.53333333333333,72.6875,73.88235294117646,69.77777777777777,66.10526315789474,62.8,59.80952380952381,57.09090909090909,54.608695652173914,52.333333333333336,50.24,49.57692307692308,47.74074074074074,46.82142857142857,45.206896551724135,45.8
