Unnamed: 0,date,n_sick,calls,n_duty,sby_need,Outlier,Feiertage,schulferien,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,avg_24,avg_25,avg_26,avg_27,avg_28,avg_29,avg_30,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,date_weekday_Fri,date_weekday_Mon,date_weekday_Sat,date_weekday_Sun,date_weekday_Thu,date_weekday_Tue,date_weekday_Wed,season_Fall,season_Spring,season_Summer,season_Winter,weekofyear_1,weekofyear_2,weekofyear_3,weekofyear_4,weekofyear_5,weekofyear_6,weekofyear_7,weekofyear_8,weekofyear_9,weekofyear_10,weekofyear_11,weekofyear_12,weekofyear_13,weekofyear_14,weekofyear_15,weekofyear_16,weekofyear_17,weekofyear_18,weekofyear_19,weekofyear_20,weekofyear_21,weekofyear_22,weekofyear_23,weekofyear_24,weekofyear_25,weekofyear_26,weekofyear_27,weekofyear_28,weekofyear_29,weekofyear_30,weekofyear_31,weekofyear_32,weekofyear_33,weekofyear_34,weekofyear_35,weekofyear_36,weekofyear_37,weekofyear_38,weekofyear_39,weekofyear_40,weekofyear_41,weekofyear_42,weekofyear_43,weekofyear_44,weekofyear_45,weekofyear_46,weekofyear_47,weekofyear_48,weekofyear_49,weekofyear_50,weekofyear_51,weekofyear_52
10,2016-04-11,50,6822.0,1700,0.0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,2016-04-12,49,6060.0,1700,0.0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,2016-04-13,53,5964.0,1700,0.0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,2016-04-14,52,5928.0,1700,0.0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,2016-04-15,63,7608.0,1700,0.0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,4.933333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,2016-04-16,55,6768.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,2016-04-17,51,7242.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,2016-04-18,59,6768.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,2016-04-19,57,8676.0,1700,93.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,2016-04-20,53,6270.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,2016-04-21,63,7818.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,2016-04-22,68,5712.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,2016-04-23,62,5166.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,2016-04-24,71,4884.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,2016-04-25,72,5880.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,2016-04-26,65,6576.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,2016-04-27,62,7620.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,2016-04-28,66,6870.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,2016-04-29,64,7554.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,2016-04-30,65,5424.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,2016-05-01,54,8400.0,1700,34.0,False,1,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,2016-05-02,63,7782.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,2016-05-03,61,7716.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,2016-05-04,58,8340.0,1700,26.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,2016-05-05,57,8064.0,1700,0.0,False,1,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,2016-05-06,59,7404.0,1700,0.0,False,0,0,4.285714285714286,3.75,17.88888888888889,16.1,14.636363636363637,15.583333333333334,14.384615384615385,13.357142857142858,14.733333333333333,13.8125,13.0,12.277777777777779,11.631578947368421,11.05,10.523809523809524,10.045454545454545,9.608695652173912,9.208333333333334,8.84,8.5,11.62962962962963,11.214285714285714,10.827586206896552,10.466666666666667,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
